OperatingHours,Current,Temperature,Voltage,CurrentEffect,TemperatureEffect
0.0,374.54011884736246,60.88850500466627,1.8278333622713492,0.0001,0.005
80.08008008008008,950.7143064099162,53.323278206449494,1.8618066252688386,0.00010016016016016016,0.005000480480480481
160.16016016016016,731.9939418114051,61.90098925502981,1.869495037627956,0.00010032032032032032,0.0050009609609609615
240.24024024024024,598.6584841970366,63.05292872641912,1.8854254984252123,0.00010048048048048049,0.005001441441441441
320.3203203203203,156.01864044243652,62.7989522396552,1.8337295572245005,0.00010064064064064065,0.005001921921921922
400.4004004004004,155.99452033620264,65.4039036277731,1.832185362069704,0.0001008008008008008,0.005002402402402403
480.4804804804805,58.08361216819946,64.16961077274452,1.8284369656981392,0.00010096096096096096,0.005002882882882883
560.5605605605606,866.1761457749352,62.29590039614219,1.897159968426822,0.00010112112112112113,0.005003363363363363
640.6406406406406,601.1150117432088,59.649171442706766,1.8687243587807065,0.00010128128128128129,0.005003843843843844
720.7207207207207,708.0725777960455,51.69519533242004,1.8508796785974941,0.00010144144144144145,0.0050043243243243244
800.8008008008007,20.584494295802447,62.14809109566293,1.8020984775368956,0.0001016016016016016,0.005004804804804805
880.8808808808809,969.9098521619943,61.03843843581556,1.9138564855288398,0.00010176176176176177,0.005005285285285286
960.960960960961,832.4426408004217,61.35789418597687,1.8996497357237776,0.00010192192192192193,0.005005765765765766
1041.0410410410411,212.33911067827614,53.61625712089845,1.8068412408749077,0.00010208208208208209,0.005006246246246246
1121.1211211211212,181.82496720710063,54.59471729795869,1.8048705964666405,0.00010224224224224224,0.005006726726726727
1201.2012012012012,183.4045098534338,65.26576426666452,1.8496401539025473,0.0001024024024024024,0.005007207207207208
1281.2812812812813,304.24224295953775,59.802224230716725,1.8398357382490957,0.00010256256256256257,0.005007687687687687
1361.3613613613613,524.7564316322379,63.40750348686312,1.8766231149649324,0.00010272272272272273,0.005008168168168168
1441.4414414414414,431.94501864211577,60.14159188065231,1.8703234185468907,0.00010288288288288289,0.005008648648648649
1521.5215215215214,291.22914019804193,60.14878069747873,1.8461827302563427,0.00010304304304304304,0.0050091291291291294
1601.6016016016015,611.8528947223795,64.69141902988,1.9216752793528402,0.00010320320320320321,0.00500960960960961
1681.6816816816818,139.49386065204183,57.41977635891313,1.8177016103897805,0.00010336336336336337,0.00501009009009009
1761.7617617617618,292.14464853521815,60.48060388470492,1.8431854930242249,0.00010352352352352353,0.005010570570570571
1841.8418418418419,366.3618432936917,57.68862355647479,1.829684594609423,0.00010368368368368369,0.005011051051051051
1921.921921921922,456.06998421703594,57.827518862838424,1.8376604249590156,0.00010384384384384384,0.005011531531531532
2002.002002002002,785.1759613930136,58.454139382656805,1.8780922324395115,0.00010400400400400401,0.005012012012012012
2082.0820820820823,199.67378215835973,61.110668858168566,1.849858159268174,0.00010416416416416417,0.0050124924924924924
2162.162162162162,514.2344384136117,57.60625689168261,1.8683562626794843,0.00010432432432432433,0.005012972972972973
2242.2422422422424,592.4145688620424,66.2787806278676,1.8999870206530092,0.00010448448448448448,0.005013453453453454
2322.322322322322,46.45041271999772,55.52696348890248,1.8146068837459484,0.00010464464464464465,0.0050139339339339345
2402.4024024024025,607.5448519014384,59.06564177919321,1.8781817737902438,0.00010480480480480481,0.005014414414414414
2482.4824824824823,170.52412368729154,57.801344708629124,1.8331657884168688,0.00010496496496496497,0.005014894894894895
2562.5625625625626,65.05159298527951,67.23488942176867,1.8848720750098487,0.00010512512512512513,0.005015375375375376
2642.642642642643,948.8855372533333,60.98277388255787,1.9402279562116904,0.0001052852852852853,0.005015855855855856
2722.7227227227227,965.6320330745593,65.15922269734317,1.9522438168960405,0.00010544544544544545,0.005016336336336336
2802.802802802803,808.3973481164611,52.57219813481514,1.8672234759824369,0.00010560560560560561,0.005016816816816817
2882.8828828828828,304.6137691733707,61.33525132934629,1.8462277362608952,0.00010576576576576577,0.0050172972972972974
2962.962962962963,97.67211400638386,64.44815397811719,1.8551039537340046,0.00010592592592592592,0.005017777777777778
3043.043043043043,684.2330265121569,60.41141994637712,1.9029713433391846,0.0001060860860860861,0.005018258258258258
3123.123123123123,440.1524937396013,65.32740187532676,1.8948608243640082,0.00010624624624624625,0.005018738738738739
3203.203203203203,122.03823484477883,57.41355774949814,1.8307231917220033,0.00010640640640640641,0.005019219219219219
3283.2832832832833,495.17691011127016,67.0467372009279,1.9217431594273804,0.00010656656656656657,0.0050196996996997
3363.3633633633635,34.388521115218396,71.49449061809625,1.8927596620933869,0.00010672672672672674,0.005020180180180181
3443.4434434434434,909.3204020787821,58.18580719780171,1.9160203891542826,0.0001068868868868869,0.00502066066066066
3523.5235235235236,258.7799816000169,57.77248739299614,1.8534387596266357,0.00010704704704704705,0.005021141141141141
3603.6036036036035,662.522284353982,67.2669223855885,1.9479743409239774,0.00010720720720720721,0.005021621621621622
