OperatingHours,Current,Temperature,Voltage,CurrentEffect,TemperatureEffect,PredictedVoltage,OperatingHours_coef,Current_coef,Temperature_coef,Intercept,MSE,R2
0.0,374.54011884736246,60.88850500466627,1.8278333622713487,0.0001,0.005,1.8144169178885579,-0.000523717598427584,0.000474786008454572,0.02686739516192011,0.0006749850759987094,0.0012356272749796185,-1.7933744942083027
80.08008008008008,950.7143064099162,53.32327820644949,1.8618066252688383,0.0001001601601601,0.0050004804804804,1.8427790754772726,0.00010643771950679881,0.0003090882114272058,0.02726195117702061,0.000589032731918899,0.0011268082327289353,-227.16791363412406
160.16016016016016,731.9939418114051,61.90098925502981,1.869495037627956,0.0001003203203203,0.0050009609609609,1.9274551117073646,0.0011358168011212572,0.00032846762670380196,0.015650548234383145,0.0001316043301250793,6.332442134867999e-05,0.825652979028876
240.24024024024024,598.6584841970366,63.05292872641912,1.8854254984252123,0.0001004804804804,0.0050014414414414,1.8531595677601764,0.0005753827558876764,7.516263029485511e-05,0.021422894436109917,0.0003524034880278944,0.0005625522983271886,0.7720197148338903
320.3203203203203,156.01864044243652,62.7989522396552,1.8337295572245005,0.0001006406406406,0.0050019219219219,1.7949286895876875,0.0012436707274325713,0.0034985411508796213,-0.004281332387209493,3.8426047090112884e-05,3.678521464680425e-05,0.9137833884083982
400.4004004004004,155.99452033620264,65.4039036277731,1.832185362069704,0.0001008008008008,0.0050024024024024,1.87446083301022,0.0006847121713629432,-0.0003456228458367734,0.01757843761648184,0.00024164651975526474,0.00033287898773725613,-0.28995313879708284
480.4804804804805,58.08361216819946,64.16961077274452,1.8284369656981392,0.0001009609609609,0.0050028828828828,1.8190720350750693,0.000496931564715719,1.819332307749364e-05,0.017421125667378412,0.00028912173541374795,0.0006494813270226415,0.6625257388349693
560.5605605605606,866.1761457749352,62.29590039614219,1.897159968426822,0.0001011211211211,0.0050033633633633,1.8963015239250507,0.0009135622694695973,-0.0007982255997329115,0.00768344609937576,3.1412021212552416e-06,7.18405174370848e-06,0.7660887379359628
640.6406406406406,601.1150117432088,59.649171442706766,1.8687243587807063,0.0001012812812812,0.0050038438438438,1.8587710635392423,0.0007100711721214939,0.00014058162617073245,0.004766897126402679,0.0010240027696986577,0.003946114645101808,-11.079354609461497
720.7207207207207,708.0725777960455,51.69519533242004,1.850879678597494,0.0001014414414414,0.0050043243243243,1.8603753750395495,0.0005330201015523385,3.3133092771480056e-05,0.009588667613213154,0.00030930509370773445,0.0014824076651659282,-1.0805272171012796
800.8008008008007,20.584494295802447,62.14809109566293,1.802098477536896,0.0001016016016016,0.0050048048048048,1.7940585548525423,0.0008442633279486831,-6.38363757718993e-05,-0.00408679682569868,5.7353599932759725e-05,0.00023385812373100072,0.7283389104464655
880.8808808808809,969.9098521619944,61.03843843581556,1.91385648552884,0.0001017617617617,0.0050052852852852,1.8877170711308935,0.0006102877951767323,0.00016073381550769965,0.0005366774997955324,5.636651385392672e-06,1.2849039213746574e-05,0.8264922884496049
960.960960960961,832.4426408004217,61.35789418597687,1.8996497357237776,0.0001019219219219,0.0050057657657657,1.930305037926555,0.000500630966997206,0.0002525019604052313,0.003402746130196507,1.0322618325622502e-06,2.2336983213774947e-06,0.9978611733397501
1041.0410410410411,212.3391106782761,53.61625712089845,1.806841240874908,0.000102082082082,0.0050062462462462,1.8080787934022404,0.00033678347261806855,0.00016036003884364842,0.01067790358859759,7.504075425694115e-05,0.00020746881824945958,-0.3206586522273671
1121.1211211211212,181.82496720710063,54.59471729795869,1.8048705964666405,0.0001022422422422,0.0050067267267267,1.7967279449848972,0.000582285684731754,0.00024201562169744582,-0.004630025989531942,3.0239844847251233e-05,3.086285311453035e-05,0.9792880011525158
1201.2012012012012,183.4045098534338,65.26576426666452,1.8496401539025475,0.0001024024024024,0.0050072072072072,1.8561609923861606,0.00043192028337463997,0.0002571834578056818,0.0018935883356378353,5.743691567781719e-05,0.00043736099426083027,-0.3193636488038114
1281.2812812812813,304.24224295953775,59.802224230716725,1.839835738249096,0.0001025625625625,0.0050076876876876,1.8236271328836295,0.0010420083277714598,2.680402840132129e-05,-0.04375527268558216,0.00042167128510072795,0.002653625932987865,-32.37882740921461
1361.361361361361,524.7564316322379,63.40750348686312,1.8766231149649324,0.0001027227227227,0.0050081681681681,1.8656193734558992,0.000454414004854611,0.00011427075666544731,-0.0023910669571476917,2.6968879254493205e-05,5.9420560634434544e-05,0.9355637841216474
1441.4414414414414,431.94501864211577,60.14159188065231,1.8703234185468909,0.0001028828828828,0.0050086486486486,1.8951193002235065,0.0004071433060891968,-0.00011492822076969683,-7.925171840458996e-05,3.054661478844867e-05,6.461426081222375e-05,0.7260123852737457
1521.5215215215214,291.22914019804193,60.14878069747873,1.8461827302563427,0.000103043043043,0.0050091291291291,1.8095390852813105,0.0004030628987496514,-4.400024672422724e-05,-0.0009575340879374001,5.1604156361629606e-05,0.0003592513593906091,-1.3082083502947386
1601.6016016016015,611.8528947223795,64.69141902988,1.92167527935284,0.0001032032032032,0.0050096096096096,1.9343044895806578,0.00032507533584078587,-5.679375231233459e-05,0.004160963600078108,4.691978349523102e-05,0.00026859425655182447,-1.3678639745214012
1681.6816816816818,139.49386065204183,57.41977635891313,1.8177016103897805,0.0001033633633633,0.00501009009009,1.8388248277828128,0.0002563138613834577,2.3335337499416414e-05,0.008346530680449275,4.9054565254342446e-05,0.00018117739662203776,0.9488953875216756
1761.7617617617618,292.1446485352181,60.48060388470492,1.8431854930242249,0.0001035235235235,0.0050105705705705,1.8409843372619936,0.0003117242391384917,0.0001462790614660689,0.0013389724951561282,1.0803611507390987e-05,0.0001501986732613982,0.8308990808854622
1841.8418418418416,366.3618432936917,57.68862355647479,1.829684594609423,0.0001036836836836,0.005011051051051,1.833448381800208,0.0003259886689855896,0.00016806145871273715,-0.0009000545462274526,9.634636994419244e-06,2.19823676810606e-05,0.9959423325839444
1921.921921921922,456.069984217036,57.82751886283842,1.837660424959016,0.0001038438438438,0.0050115315315315,1.8360663815079135,0.00011890553236021091,0.0002466658465733759,0.018240351849161035,-5.193762128507303e-05,0.00016856504536198784,0.7055553943570249
2002.002002002002,785.1759613930136,58.454139382656805,1.8780922324395115,0.000104004004004,0.005012012012012,1.8116140934531642,0.00023961284078765987,8.268457308707708e-05,0.005818144811447258,9.453542621819526e-06,1.6367839755556367e-05,0.9829791549685685
2082.0820820820823,199.67378215835973,61.110668858168566,1.849858159268174,0.0001041641641641,0.0050124924924924,1.7988292040189156,0.00020836134253432917,0.00027842301286075784,0.0072319998093811075,-4.981352364256153e-07,2.832832028551838e-08,0.9999474400725682
2162.162162162162,514.2344384136117,57.60625689168261,1.8683562626794843,0.0001043243243243,0.0050129729729729,1.883208037597884,0.00026926688882114363,0.00016255809406231136,-0.00015705673795864472,1.158566473235948e-05,3.445420739004524e-05,0.9796693825280985
2242.2422422422424,592.4145688620424,66.2787806278676,1.8999870206530087,0.0001044844844844,0.0050134534534534,1.9924023122732892,0.00020841992981189005,0.00015081923839408372,0.005923623241202611,5.847390600372393e-08,1.810628354573987e-08,0.9999925346155898
2322.322322322322,46.45041271999772,55.52696348890248,1.8146068837459484,0.0001046446446446,0.0050139339339339,1.7721224274752483,0.00021780949995975994,0.00016317119766779992,0.0038521047879545027,1.6751573745180397e-05,9.30552445754393e-05,-5.532201168515572
2402.4024024024025,607.5448519014384,59.06564177919321,1.878181773790244,0.0001048048048048,0.0050144144144144,1.8673287239145036,0.000174586981450553,0.0002570438910103793,0.007748268027592678,3.3503449411307804e-06,5.1358983619775596e-06,0.9948749905441515
2482.4824824824823,170.52412368729154,57.80134470862912,1.8331657884168688,0.0001049649649649,0.0050148948948948,1.88341024362613,0.00022526603207335304,0.00020088109579244126,0.0015634705700475176,-3.770229066443493e-06,5.261114068570209e-06,0.9933843192337131
2562.5625625625626,65.05159298527951,67.23488942176867,1.8848720750098489,0.0001051251251251,0.0050153753753753,1.884606960146252,0.0001813552250582762,0.00011873770865917707,0.006709666100772619,8.776920683859954e-05,0.0005615856860808311,0.30334244875798744
2642.642642642643,948.8855372533332,60.98277388255787,1.9402279562116904,0.0001052852852852,0.0050158558558558,1.921346005210351,0.00017351157624557594,0.00015469819173242398,0.006590203425413378,1.360146205800234e-05,7.239017428166376e-05,0.90495415907103
2722.7227227227227,965.6320330745592,65.15922269734317,1.9522438168960403,0.0001054454454454,0.0050163363363363,1.9708173467620922,0.00021900696672928516,0.00011923684613735378,4.372888486603114e-05,-3.2818728902536063e-07,2.265363293816879e-07,0.9995078010870011
2802.802802802803,808.3973481164611,52.57219813481514,1.8672234759824369,0.0001056056056056,0.0050168168168168,1.8686730855518867,0.0001970329447029518,8.842340645312958e-05,0.002680280841008967,1.613927909077049e-05,0.00013246530199632716,0.9273446202482706
2882.8828828828828,304.6137691733707,61.33525132934629,1.8462277362608952,0.0001057657657657,0.0050172972972972,1.8412728577069035,0.000180632060626166,8.000034016816532e-05,0.004541853859674046,2.50886782045556e-05,0.00014200205766470633,-3.2507607660882574
2962.962962962963,97.67211400638386,64.44815397811719,1.8551039537340048,0.0001059259259259,0.0050177777777777,1.8585528562047327,0.00019540075512838602,0.0001078681801976897,0.001389060699095996,-4.223308965653494e-06,4.093869625457203e-06,0.9976081827876939
3043.043043043043,684.2330265121569,60.41141994637712,1.9029713433391848,0.000106086086086,0.0050182582582582,1.9017775195251265,0.00017094738719587114,6.276376966661426e-05,0.004926781690202847,4.6951126335105725e-06,6.047396107086438e-05,0.936789349869549
3123.123123123123,440.1524937396013,65.32740187532676,1.894860824364008,0.0001062462462462,0.0050187387387387,1.8969651129158567,0.00015999048123677183,0.000208284055329332,0.005129161743736486,2.345895012346045e-05,0.00017256153022098182,-1.5176714140879484
3203.203203203203,122.03823484477884,57.41355774949814,1.8307231917220037,0.0001064064064064,0.0050192192192192,1.829802404365619,0.0001649195903157816,3.0649624813586636e-05,0.004867193819369427,6.930286107410566e-07,6.473452886800565e-07,0.9991971740361938
3283.2832832832837,495.17691011127016,67.0467372009279,1.9217431594273804,0.0001065665665665,0.0050196996996997,1.9011557707887234,0.0001567013511473409,0.00013120961538256852,0.004733649121757564,4.062577235121182e-06,2.482827206283191e-06,0.9984586822996511
3363.3633633633635,34.3885211152184,71.49449061809625,1.8927596620933869,0.0001067267267267,0.0050201801801801,1.901726056461896,0.0001522746411728166,6.467580080869908e-05,0.005145264442946816,2.0565118078041035e-07,1.6260985811100995e-07,0.9998239048760869
3443.443443443444,909.320402078782,58.18580719780171,1.9160203891542824,0.0001068868868868,0.0050206606606606,1.9268909758825894,0.00016654056879189375,5.095834445491092e-05,0.0021716698380513716,2.704598065192713e-07,3.1085262667703974e-06,0.9911331129553993
3523.523523523524,258.7799816000169,57.77248739299614,1.853438759626636,0.000107047047047,0.0050211411411411,1.846868227428488,0.00017492627121827936,0.00012316384744758156,-0.0006236825239696982,1.1595328093668648e-06,1.5913262476939304e-06,0.9991560424678505
3603.603603603604,662.522284353982,67.2669223855885,1.9479743409239771,0.0001072072072072,0.0050216216216216,1.9472501753262264,0.0001653462419047763,0.00014589453713931464,0.0002019937109481134,1.626490042992701e-05,9.142419479248037e-05,0.7134284353648657
3683.683683683684,311.71107608941094,67.89786072865357,1.8990643066488584,0.0001073673673673,0.0050221021021021,1.9060566059962638,0.00012027146310307295,4.558138405960009e-05,0.009083813082733922,2.1938239972409205e-06,2.3996703012040793e-06,0.9991452351981774
3763.763763763764,520.0680211778108,57.38569986423366,1.894538051570941,0.0001075275275275,0.0050225825825825,1.8681211321917186,0.00014607970490335546,9.61001248506812e-05,0.0034839537500781603,6.048930298967886e-06,1.775782688776724e-05,0.5466885456062902
3843.843843843844,546.7102793432797,57.89906591452071,1.885773398530462,0.0001076876876876,0.005023063063063,1.9105333951160535,0.0001279298197563273,0.00013210442321051055,0.006112397429468118,2.8086300537118983e-07,1.639955329471226e-07,0.999934992000111
3923.923923923924,184.85445552552704,58.59107695569747,1.852286104399646,0.0001078478478478,0.0050235435435435,1.8533686580360373,0.0001303609782940063,0.0001869769009674651,0.004579045674836606,3.4828948298322015e-05,0.00015801777599669595,0.9617125611248739
4004.004004004004,969.5846277645586,53.27774744482861,1.918072330179904,0.000108008008008,0.005024024024024,1.8674335942655742,0.00012488713353192013,0.00011295075419662125,0.005972725453207211,1.0511595523528977e-05,4.5957992515055495e-05,0.9444216563122074
4084.084084084084,775.1328233611146,55.40674026757901,1.90393884552756,0.0001081681681681,0.0050245045045045,1.8525109514046145,0.00014270199265268026,0.00022316936989919358,0.0006411995118420871,2.83129663612399e-06,1.3396127554465102e-05,0.9912102321485882
4164.1641641641645,939.4989415641892,54.97929616623966,1.9277183964079545,0.0001083283283283,0.0050249849849849,1.9590636690491396,0.0001531722405685639,-3.693750460871991e-06,-0.00018934159583545163,5.874852492134127e-06,1.8259539639475998e-05,0.5329016521040946
4244.244244244244,894.8273504276489,56.16101217447936,1.9230994500610192,0.0001084884884884,0.0050254654654654,1.9896040946061868,0.0001816837241769837,-0.0001521177994485032,-0.008168597705415451,-7.898017876283183e-10,6.281960849928203e-11,0.9999975796998973
4324.324324324324,597.8999788110851,59.82657556306609,1.901208272375983,0.0001086486486486,0.0050259459459459,1.8903336383865308,0.000126624673152139,0.00010600518088096412,0.003671514288847731,9.950031939263596e-06,0.00013282481318558633,0.7520311800616583
